Food Name,Description,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Phosphorus (mg),Iron (mg),Copper (mg),Zinc (mg),Chloride (mg),Manganese (mg),Selenium (µg),Iodine (µg),Retinol (µg),Carotene (µg),Retinol Equivalent (µg),Vitamin D (µg),Vitamin E (mg),Vitamin K1 (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg)
"Pasta with meat and tomato sauce, homemade",Recipe,65.90,1.11,6.60,4.10,20.40,140.00,590,18.50,Tr,1.90,0.7,,0.7,0.2,0.3,0.0,0.0,2.0,2.1,,1.41,,,,,,,,1.72,,,,0.50,,,,,,0.15,10.70,90.00,158.00,24.00,20.00,81.00,0.81,0.14,1.10,167.00,0.25,5.00,4.00,Tr,148.00,25.00,0.10,0.97,,0.02,0.04,1.70,1.40,3.10,0.12,0.30,6.00,0.32,0.90,Tr
"Pasta, egg, fresh, filled with cheese and tomato, boiled in unsalted water","10 samples, 7 products, including tortelloni and ravioli",53.30,1.37,8.70,5.90,28.10,193.00,816,27.90,Tr,0.20,Tr,,0.2,Tr,Tr,Tr,0.0,1.6,2.3,49.39,3.12,9.49,0.60,0.63,0.04,25.82,1.63,27.64,1.74,10.17,0.64,10.51,0.66,47.96,3.03,1.44,0.09,2.16,0.13,29.10,210.00,93.00,115.00,18.00,126.00,0.69,Tr,0.80,400.00,0.26,6.00,8.00,80.00,N,N,0.30,0.91,,0.08,0.08,0.80,1.90,2.70,0.02,Tr,10.00,0.40,2.00,Tr
"Pasta, egg, fresh, filled with cheese only, boiled in unsalted water","10 samples, 5 products, including tortelloni, torellini and ravioli",52.00,1.64,10.50,6.70,30.20,216.00,910,28.00,Tr,2.20,Tr,,Tr,Tr,1.4,0.8,0.0,2.1,2.2,56.09,3.54,10.78,0.68,0.72,0.05,29.32,1.85,31.39,1.98,11.55,0.73,11.93,0.75,54.46,3.44,1.63,0.10,2.45,0.15,33.10,242.00,99.00,124.00,21.00,147.00,0.74,Tr,0.90,406.00,0.28,11.00,18.00,77.00,21.00,81.00,0.30,0.91,,0.07,0.10,0.80,2.10,2.90,0.02,Tr,10.00,0.50,2.00,0.00
"Pasta, egg, fresh, filled with green vegetables/herbs and cheese, boiled in unsalted water","10 samples, 9 products, including tortellini and ravioli",56.20,1.37,8.70,5.80,28.70,195.00,822,28.60,Tr,0.10,Tr,,0.1,Tr,Tr,Tr,0.0,1.6,1.6,58.50,3.22,10.37,0.57,1.06,0.06,27.00,1.48,29.10,1.60,10.95,0.61,11.77,0.65,56.76,3.13,1.74,0.09,2.40,0.13,33.00,239.00,99.00,110.00,21.00,122.00,0.77,Tr,0.70,406.00,0.27,11.00,18.00,48.00,184.00,79.00,0.20,1.03,,0.08,0.08,0.70,1.70,2.40,0.02,Tr,12.00,0.40,1.00,Tr
"Pasta, egg, fresh, filled with meat, boiled in unsalted water","10 samples, 9 products, including tortellini and cappelletti and chicken, ham, beef and bacon fillings",52.40,1.61,10.10,4.70,31.30,200.00,846,30.30,Tr,1.00,Tr,,0.1,Tr,0.6,0.3,0.0,1.4,1.9,42.78,1.81,16.68,0.70,0.96,0.04,37.61,1.59,38.95,1.64,17.44,0.73,17.96,0.76,41.99,1.78,0.79,0.03,1.85,0.08,30.60,298.00,115.00,69.00,20.00,124.00,0.94,0.10,0.90,445.00,0.27,9.00,8.00,22.00,11.00,24.00,0.30,0.62,,0.58,0.09,1.40,2.00,3.40,0.12,Tr,24.00,0.50,2.00,Tr
"Pasta, egg, fresh, filled with mushrooms, boiled in unsalted water","10 samples, 8 products, including ravioli, fagottini, tortellini",58.90,1.27,8.10,4.30,27.10,173.00,730,26.40,Tr,0.70,Tr,,Tr,Tr,Tr,0.7,0.0,1.7,1.9,36.00,2.27,6.92,0.44,0.46,0.03,18.82,1.19,20.15,1.27,7.41,0.47,7.69,0.48,34.95,2.21,1.05,0.06,1.57,0.10,21.20,212.00,116.00,85.00,18.00,121.00,0.85,Tr,0.70,354.00,0.25,13.00,11.00,Tr,Tr,0.00,Tr,N,,0.07,0.11,1.00,1.80,2.80,0.03,Tr,10.00,0.60,2.00,0.00
"Pasta, egg, fresh, raw","10 samples, 10 products, including tagliatelle, penne, conchiglie, spaghetti, fusilli",27.10,1.86,10.60,2.90,57.00,282.00,1200,54.90,Tr,2.10,0.3,,0.4,Tr,1.4,0.0,0.0,3.4,3.3,29.33,0.71,32.48,0.78,1.67,0.04,36.16,0.87,36.37,0.87,34.17,0.82,34.28,0.82,29.16,0.71,0.17,Tr,0.32,0.01,15.20,24.00,186.00,28.00,31.00,156.00,1.48,0.83,1.00,120.00,0.53,11.00,9.00,17.00,Tr,17.00,0.30,0.52,,0.15,0.09,2.10,2.30,4.40,0.01,Tr,18.00,0.80,1.00,0.00
"Pasta, egg, white, dried, raw","10 samples, including farfalle, spaghetti, penne, lasagne, tagliatelle",8.20,2.27,12.90,3.60,74.80,365.00,1550,72.70,Tr,2.10,0.2,,0.2,0.2,1.5,0.0,0.0,3.7,3.9,29.47,0.89,32.87,0.99,1.47,0.04,35.86,1.08,36.07,1.09,34.31,1.04,34.47,1.04,29.29,0.89,0.18,Tr,0.37,0.01,20.10,51.00,246.00,36.00,45.00,210.00,1.75,0.29,1.40,169.00,0.71,27.00,12.00,14.00,12.00,16.00,0.30,0.53,,0.16,0.08,2.60,2.60,5.20,0.12,Tr,35.00,1.10,1.00,0.00
"Pasta, egg, white, tagliatelle, fresh, boiled in unsalted water","10 samples, 6 products",64.00,1.01,5.80,1.60,30.60,152.00,647,30.60,Tr,Tr,Tr,,Tr,Tr,Tr,0.0,0.0,0.9,2.0,29.41,0.38,32.25,0.42,1.64,0.02,36.37,0.47,36.50,0.47,33.91,0.44,34.01,0.44,29.27,0.38,0.14,Tr,0.22,Tr,N,9.00,40.00,29.00,16.00,76.00,0.60,Tr,0.50,65.00,0.25,5.00,8.00,8.00,Tr,8.00,0.10,0.26,,0.08,0.04,0.70,1.10,1.80,0.01,Tr,6.00,0.40,2.00,0.00
"Pasta, plain, fresh, boiled","12 Samples, 8 brands including spaghetti, tagliatelle, lasagne, linguine and fusilli",61.50,1.06,6.60,1.50,31.80,159.00,677,30.70,0.5,0.60,0.1,,0.0,0.1,0.4,Tr,0.0,1.9,,28.31,0.28,33.96,0.34,2.25,0.02,28.04,0.28,,0.30,36.22,0.36,36.20,0.36,28.31,0.28,0.00,0.00,0.00,0.00,N,16.00,49.00,37.00,19.00,86.00,0.80,0.46,0.80,29.00,0.40,13.00,36.00,0.00,0.00,0.00,0.00,Tr,,0.06,0.03,0.70,1.00,1.70,0.02,0.00,4.00,Tr,Tr,0.00
"Pasta, ravioli, meat filling, canned in tomato sauce","8 samples, 7 products",78.40,0.41,2.30,1.40,14.80,77.00,328,11.40,Tr,3.40,1.0,,0.9,1.1,0.4,0.0,0.0,1.6,1.1,36.82,0.46,20.84,0.26,1.86,0.02,38.59,0.48,39.86,0.50,22.80,0.28,23.32,0.28,35.84,0.46,0.98,Tr,1.62,0.02,1.30,260.00,137.00,14.00,11.00,39.00,0.80,Tr,0.40,400.00,0.17,3.00,Tr,0.00,78.00,13.00,Tr,0.41,,0.07,0.06,0.80,0.60,1.40,0.09,Tr,3.00,0.20,6.00,Tr
"Pasta, spaghetti, canned, in tomato sauce","10 samples, 9 products",80.50,0.37,2.10,0.30,16.20,72.00,306,10.70,Tr,5.50,1.3,,1.4,2.4,0.4,0.0,0.0,1.3,0.9,23.20,0.05,51.31,0.11,4.57,0.01,20.40,0.04,20.67,0.04,55.90,0.12,56.13,0.12,23.02,0.05,0.18,Tr,0.40,Tr,0.00,190.00,122.00,13.00,9.00,27.00,0.57,Tr,0.20,300.00,0.11,2.00,Tr,0.00,88.00,15.00,0.00,0.29,,0.09,0.01,0.90,0.30,1.20,0.06,Tr,4.00,0.20,1.00,Tr
"Pasta, white,  twists, fusilli, dried, boiled in unsalted water","10 samples, 8 products",58.30,0.85,4.80,0.40,32.90,146.00,623,32.30,Tr,0.60,Tr,,Tr,Tr,0.6,0.0,0.0,2.7,2.6,22.46,0.06,55.03,0.14,3.35,0.01,18.96,0.05,19.14,0.05,58.20,0.15,58.38,0.15,22.24,0.06,0.22,Tr,0.36,Tr,0.00,5.00,40.00,25.00,22.00,77.00,0.71,0.19,0.60,50.00,0.37,6.00,4.00,0.00,0.00,0.00,0.00,0.08,,Tr,0.03,1.10,1.30,2.40,0.02,0.00,5.00,0.30,Tr,0.00
"Pasta, white, dried, boiled in unsalted water","Including pasta tubes, shells, bows and macaroni. Calculated from pasta, white, dried, raw using 106.3% weight gain",55.20,0.97,5.50,0.80,37.20,169.00,718,36.10,Tr,1.10,0.1,,0.1,0.2,0.7,0.0,0.0,1.8,2.5,10.62,0.11,28.17,0.30,1.65,0.02,8.27,0.09,8.32,0.09,30.05,0.32,30.12,0.32,10.62,0.11,,,0.12,Tr,0.00,1.00,114.00,12.00,23.00,88.00,0.78,0.15,0.60,49.00,0.44,11.00,Tr,0.00,0.00,0.00,0.00,0.15,,0.08,0.01,1.60,1.20,2.80,0.07,0.00,9.00,0.39,0.50,0.00
"Pasta, white, dried, raw","12 samples, including penne, fusilli, conchiglie, tagliatelle, spaghetti",8.70,1.98,11.30,1.60,75.60,343.00,1461,73.50,Tr,2.10,0.1,,0.2,0.3,1.5,0.0,0.0,3.7,N,21.65,0.23,57.91,0.62,3.39,0.04,16.85,0.18,16.95,0.18,61.25,0.65,61.39,0.65,21.65,0.23,,,0.25,Tr,0.00,2.00,232.00,24.00,47.00,179.00,1.59,0.30,1.20,100.00,0.77,22.00,Tr,0.00,0.00,0.00,0.00,0.30,0.21,0.17,0.03,3.30,2.40,5.70,0.14,0.00,19.00,0.80,1.00,0.00
"Pasta, white, spaghetti, dried, boiled in unsalted water","10 samples, 10 products",64.90,0.78,4.40,0.60,31.50,141.00,601,30.50,Tr,1.00,Tr,,0.1,Tr,0.9,0.0,0.0,1.5,1.7,21.42,0.09,58.48,0.23,3.59,0.01,16.45,0.07,16.55,0.07,61.92,0.25,62.07,0.25,21.36,0.09,0.06,Tr,0.24,Tr,0.00,3.00,41.00,27.00,21.00,66.00,0.63,Tr,0.50,55.00,0.33,8.00,Tr,0.00,0.00,0.00,0.00,0.11,0.05,0.08,0.01,0.90,0.80,1.70,0.01,0.00,8.00,0.20,1.00,0.00
"Pasta, white, twists, fusilli, dried, boiled in salted water","10 samples, 8 products",60.00,0.88,5.00,0.70,32.90,150.00,637,32.30,0.0,0.60,Tr,,Tr,Tr,0.6,0.0,0.0,2.7,2.6,39.31,0.11,96.30,0.25,5.86,0.02,33.18,0.09,33.50,0.09,101.85,0.26,102.17,0.26,38.92,0.11,0.39,Tr,0.63,Tr,0.00,174.00,40.00,25.00,22.00,77.00,0.71,0.19,0.60,324.00,0.37,6.00,4.00,0.00,0.00,0.00,0.00,0.08,,Tr,0.03,1.10,1.30,2.40,0.02,0.00,5.00,0.30,Tr,0.00
"Pasta, wholewheat, spaghetti, dried, boiled in unsalted water","10 samples, 9 products",63.70,0.90,5.20,1.10,27.50,134.00,569,27.50,Tr,Tr,Tr,,Tr,Tr,Tr,0.0,0.0,4.4,4.2,,0.17,,,,,,,,0.13,,,,0.46,,,,,,Tr,0.00,5.00,82.00,31.00,46.00,124.00,1.48,0.26,1.20,50.00,1.14,6.00,Tr,0.00,0.00,0.00,0.00,0.25,,0.11,0.02,1.80,1.20,3.00,0.02,0.00,8.00,0.30,2.00,0.00
"Pasta, wholewheat, spaghetti, dried, raw","10 samples, 9 products",9.50,2.15,12.60,2.50,68.30,329.00,1400,64.40,Tr,3.90,0.4,,0.4,0.5,2.6,0.0,0.0,8.1,11.7,,0.40,,,,,,,,0.30,,,,1.10,,,,,,Tr,0.00,3.00,426.00,39.00,103.00,333.00,3.25,0.54,2.80,118.00,2.54,15.00,Tr,0.00,0.00,0.00,0.00,0.60,,0.33,0.06,5.60,3.20,8.80,0.31,0.00,29.00,0.80,4.00,0.00
Pastichio,"Recipe. Greek dish. Macaroni, lentil and vegetables with white sauce.",66.00,1.14,7.00,6.30,17.20,150.00,630,15.10,,2.80,0.6,,0.6,0.3,0.1,1.1,,1.6,N,,3.71,,,,,,,,1.65,,,,0.38,,,,,,0.20,33.10,89.00,229.00,83.00,23.00,122.00,1.39,0.15,0.90,173.00,0.14,5.00,N,69.00,133.00,91.00,0.20,N,,0.10,0.14,0.80,1.40,2.20,0.13,0.40,11.00,0.56,N,7.00
"Pastries, Asian","5 samples, assorted sata pastries",6.90,1.11,6.30,39.10,43.00,538.00,2242,20.40,,22.60,N,,N,N,N,N,,N,,,,,,,,,,,,,,,,,,,,,,,190.00,170.00,160.00,19.00,130.00,0.90,0.15,0.60,50.00,0.20,N,N,,,N,N,N,,0.09,0.16,0.40,1.20,1.60,N,0.00,N,N,N,0.00
"Pastries, chocolate eclairs, cream filled, retail","10 samples, 7 products",34.50,0.97,6.10,28.50,28.20,387.00,1609,4.20,,24.00,2.7,Tr,Tr,18.4,Tr,2.9,0.0,1.0,1.4,50.30,13.59,7.65,2.06,2.73,0.74,36.00,9.30,37.49,9.72,10.40,2.77,10.46,2.80,49.06,13.27,1.24,0.32,1.50,0.42,136.20,125.00,161.00,83.00,22.00,120.00,1.80,0.10,0.60,200.00,0.21,6.00,12.00,240.00,90.00,255.00,0.30,1.25,,0.10,0.19,0.30,1.20,1.50,0.03,0.30,11.00,0.30,5.00,Tr
"Pastries, chocolate eclairs, fresh, homemade",Recipe,35.10,0.67,4.10,24.70,38.00,381.00,1590,11.90,,26.00,Tr,,Tr,25.5,0.0,0.5,,0.7,N,,13.23,,,,,,,,7.71,,,,1.72,,,,,,0.53,90.90,86.00,96.00,39.00,15.00,71.00,0.86,0.11,0.50,136.00,0.17,5.00,N,N,188.00,N,N,N,,0.05,0.13,0.30,0.90,1.20,0.04,0.60,8.00,0.29,3.60,Tr
"Pastries, cream filled, retail","10 samples, 6 products, including fresh cream slices and horns",29.80,0.57,3.30,27.40,41.40,415.00,1731,14.10,,27.30,2.7,Tr,1.0,20.8,1.6,1.2,0.0,0.9,2.9,62.00,16.05,5.31,1.37,0.89,0.25,28.60,6.99,30.15,7.40,6.20,1.60,6.26,1.62,60.59,15.69,1.41,0.36,1.60,0.42,52.30,205.00,94.00,68.00,10.00,86.00,0.47,Tr,0.30,250.00,0.20,3.00,10.00,183.00,136.00,206.00,Tr,1.66,,0.05,0.05,0.40,0.70,1.10,0.03,0.20,6.00,0.20,2.40,1.00
"Pastries, Danish, retail","10 samples, 9 products, assorted shapes and flavours",20.00,0.85,4.90,29.20,43.60,446.00,1861,26.30,,17.30,3.3,Tr,2.7,9.6,1.7,Tr,,1.5,2.1,42.40,11.83,13.32,3.72,2.38,0.67,41.00,11.38,41.22,11.45,15.70,4.39,15.70,4.39,42.36,11.82,0.04,0.01,0.20,0.06,19.40,233.00,136.00,52.00,17.00,74.00,0.82,0.12,0.70,310.00,0.44,4.00,Tr,191.00,81.00,205.00,Tr,3.98,,0.08,0.03,0.80,0.90,1.80,0.04,0.10,21.00,0.32,3.60,0.00
"Pastries, Greek, baklava, retail","7 samples, 7 products, assorted baklava",10.80,1.18,6.70,25.10,54.10,456.00,1909,25.10,,29.00,9.7,Tr,8.6,9.0,1.7,Tr,0.0,1.6,2.0,40.20,9.65,14.83,3.57,0.81,0.20,42.20,9.91,43.09,10.12,15.70,3.77,15.70,3.77,39.75,9.54,0.45,0.11,0.90,0.21,20.10,163.00,180.00,48.00,49.00,119.00,1.63,0.35,1.00,205.00,0.60,5.00,N,N,N,N,N,3.03,,0.09,0.04,1.00,1.00,2.00,N,N,9.00,0.20,6.40,N
"Pastry, cheese, shortcrust, homemade",Recipe,15.30,2.15,13.20,32.40,39.20,491.00,2049,38.70,,0.50,Tr,,Tr,0.2,0.0,0.2,0.0,1.6,1.9,,20.16,,,,,,,,8.37,,,,1.17,,,,,,1.18,84.50,394.00,117.00,303.00,21.00,233.00,1.04,0.08,1.70,663.00,0.35,3.00,19.00,353.00,194.00,385.00,0.30,0.90,,0.14,0.15,0.80,3.30,4.10,0.12,0.90,13.00,0.35,2.40,Tr
"Pastry, choux, cooked, homemade",Recipe,42.60,1.40,8.40,18.10,31.10,313.00,1309,30.90,,0.20,Tr,,Tr,0.2,0.0,Tr,,1.3,1.5,,5.82,,,,,,,,7.83,,,,2.92,,,,,,0.03,136.60,204.00,126.00,57.00,14.00,114.00,1.41,0.08,0.70,330.00,0.28,10.00,N,N,131.00,N,N,N,0.29,0.11,0.19,0.60,2.10,2.70,0.09,1.10,12.00,0.52,8.20,0.00
"Pastry, choux, uncooked, homemade",Recipe,62.70,0.91,5.50,11.80,20.20,203.00,851,20.10,,0.20,Tr,,Tr,0.1,0.0,Tr,,0.9,1.0,,3.78,,,,,,,,5.09,,,,1.89,,,,,,0.02,88.80,132.00,82.00,37.00,9.00,74.00,0.92,0.05,0.50,215.00,0.18,7.00,,N,85.00,14.00,N,N,0.19,0.09,0.15,0.40,1.40,1.80,0.08,0.70,16.00,0.45,5.40,0.00
"Pastry, filo, retail, cooked","Calculated from uncooked, using weight loss of 23.6%",3.90,1.75,10.00,3.80,77.10,363.00,1544,74.00,,3.10,0.2,Tr,0.1,Tr,2.7,Tr,0.0,2.2,4.5,11.50,0.42,37.83,1.38,5.45,0.20,44.10,1.60,44.10,1.60,43.40,1.58,43.40,1.58,11.40,0.42,0.06,Tr,Tr,Tr,2.00,460.00,156.00,141.00,23.00,102.00,1.94,Tr,0.60,650.00,0.65,6.00,Tr,0.00,Tr,Tr,0.00,0.39,,0.26,0.03,1.20,1.80,3.00,0.08,0.00,15.00,0.52,2.70,Tr
"Pastry, filo, retail, uncooked","6 samples, 4 products; frozen and chilled",26.60,1.33,7.60,2.90,58.90,278.00,1180,56.50,,2.40,0.2,Tr,0.1,Tr,2.1,Tr,0.0,1.7,3.4,11.60,0.32,37.87,1.05,5.45,0.15,44.20,1.22,44.20,1.22,43.50,1.21,43.50,1.21,11.55,0.32,0.05,Tr,Tr,Tr,1.50,350.00,119.00,108.00,17.00,78.00,1.48,Tr,0.50,500.00,0.50,5.00,Tr,0.00,Tr,Tr,0.00,0.30,,0.20,0.02,1.00,1.40,2.30,0.06,0.00,11.00,0.40,2.10,Tr
"Pastry, flaky, cooked, homemade",Recipe,9.40,1.00,5.70,37.40,48.30,540.00,2254,47.70,,0.60,0.0,,0.0,0.3,0.1,0.2,,2.0,2.4,,23.46,,,,,,,,9.45,,,,1.40,,,,,,1.28,94.90,326.00,120.00,65.00,15.00,78.00,1.15,0.09,0.40,584.00,0.42,2.00,17.00,427.00,271.00,472.00,0.40,1.17,,0.13,0.06,1.00,1.20,2.20,0.08,0.10,5.00,0.22,1.10,1.00
"Pastry, flaky, uncooked, homemade",Recipe,31.40,0.75,4.30,28.30,36.60,409.00,1707,36.10,,0.50,0.0,,0.0,0.2,0.0,0.2,,1.5,1.8,,17.76,,,,,,,,7.15,,,,1.06,,,,,,0.97,71.90,247.00,91.00,49.00,11.00,59.00,0.87,0.07,0.30,442.00,0.31,1.00,13.00,323.00,205.00,357.00,0.30,0.89,,0.13,0.05,0.80,0.90,1.70,0.08,0.10,7.00,0.22,0.90,1.00
"Pastry, flaky/puff, retail, cooked","Calculated from uncooked, using weight loss of 21.1%",13.40,1.18,6.70,33.20,42.80,486.00,2027,40.80,,1.90,Tr,Tr,Tr,Tr,1.9,Tr,0.0,1.1,3.5,50.20,15.92,9.72,3.14,1.45,0.46,37.70,11.95,37.77,11.98,11.30,3.60,11.30,3.60,50.17,15.91,0.03,0.01,0.10,0.03,2.70,427.00,112.00,98.00,13.00,61.00,1.44,Tr,0.40,570.00,0.37,3.00,Tr,0.00,Tr,Tr,0.00,2.52,,0.09,0.01,0.90,1.30,2.20,0.05,0.00,Tr,0.27,2.40,Tr
"Pastry, flaky/puff, retail, uncooked","10 samples, 9 products; frozen and chilled, block and ready rolled",31.70,0.93,5.30,26.20,33.70,384.00,1600,32.20,,1.50,Tr,Tr,Tr,Tr,1.5,Tr,0.0,0.9,2.8,50.20,12.56,9.85,2.47,1.46,0.37,37.70,9.43,37.77,9.45,11.30,2.84,11.30,2.84,50.17,12.55,0.03,0.01,0.10,0.02,2.10,337.00,89.00,77.00,10.00,49.00,1.14,Tr,0.30,450.00,0.29,2.00,Tr,0.00,Tr,Tr,0.00,1.99,,0.07,0.01,0.70,1.00,1.70,0.04,0.00,Tr,0.22,1.90,1.00
"Pastry, shortcrust, cooked, homemade",Recipe,7.90,1.16,6.60,29.90,57.10,509.00,2131,56.50,,0.60,Tr,,Tr,0.4,0.1,0.2,0.0,2.4,2.8,,18.62,,,,,,,,7.51,,,,1.16,,,,,,1.01,74.90,258.00,133.00,74.00,17.00,88.00,1.36,0.11,0.50,494.00,0.49,2.00,13.00,337.00,214.00,373.00,0.30,1.06,,0.15,0.05,1.10,1.40,2.50,0.09,0.10,6.00,0.25,1.30,Tr
"Pastry, shortcrust, retail, cooked","Calculated from uncooked, using weight loss of 17.2%",5.60,1.21,6.90,37.90,47.50,547.00,2281,46.50,,1.00,0.4,Tr,Tr,Tr,0.6,Tr,0.0,2.2,4.1,38.90,14.10,8.22,4.59,1.22,1.25,44.20,15.99,44.26,16.02,16.10,5.84,16.10,5.84,38.88,14.09,0.02,0.01,0.10,0.03,2.40,271.00,118.00,97.00,12.00,61.00,1.20,Tr,0.40,399.00,0.36,4.00,Tr,0.00,Tr,Tr,0.00,3.94,,0.10,0.01,1.00,1.30,2.30,0.05,0.00,8.00,0.47,2.30,Tr
"Pastry, shortcrust, retail, uncooked","10 samples, 9 products; frozen and chilled, block and ready rolled",21.80,1.00,5.70,31.40,39.40,453.00,1889,38.50,,0.90,0.3,Tr,Tr,Tr,0.5,Tr,0.0,1.8,3.4,38.90,11.68,12.61,3.80,3.45,1.04,44.20,13.24,44.26,13.26,16.10,4.84,16.10,4.84,38.87,11.67,0.03,0.01,0.10,0.02,2.00,224.00,97.00,80.00,10.00,51.00,0.99,Tr,0.30,330.00,0.29,3.00,Tr,0.00,Tr,Tr,0.00,3.26,,0.09,0.01,0.80,1.10,1.90,0.04,0.00,6.00,0.39,1.90,1.00
"Pastry, shortcrust, uncooked, homemade",Recipe,20.50,0.99,5.70,25.50,48.80,435.00,1823,48.30,,0.50,Tr,,Tr,0.3,0.1,0.2,0.0,2.0,2.4,,15.93,,,,,,,,6.43,,,,1.00,,,,,,0.86,64.10,222.00,114.00,64.00,15.00,76.00,1.18,0.09,0.40,426.00,0.42,2.00,12.00,288.00,183.00,319.00,0.30,0.91,,0.17,0.05,1.00,1.20,2.20,0.11,0.10,10.00,0.28,1.10,Tr
"Pastry, wholemeal, cooked, homemade",Recipe. Ref. Wiles et al. (1980),7.70,1.42,8.30,30.00,48.90,487.00,2036,47.80,,1.20,Tr,,Tr,0.7,0.2,0.2,0.0,6.1,7.1,,18.36,,,,,,,,7.43,,,,1.59,,,,,,1.00,74.30,257.00,261.00,29.00,59.00,205.00,1.73,0.26,1.40,469.00,1.40,4.00,13.00,334.00,212.00,369.00,0.30,1.13,,0.19,0.08,3.30,2.10,5.40,0.26,0.10,9.00,0.54,5.10,Tr
"Pastry, wholemeal, uncooked, homemade",Recipe. Ref. Wiles et al. (1980),20.20,1.22,7.20,25.90,42.30,421.00,1759,41.30,,1.00,Tr,0.0,Tr,0.6,0.2,0.2,0.0,5.3,6.1,,15.86,,,,,,,,6.42,,,,1.37,,,,,,0.86,64.20,222.00,225.00,25.00,51.00,177.00,1.50,0.23,1.20,405.00,1.21,3.00,12.00,289.00,183.00,320.00,0.30,0.97,,0.22,0.08,3.00,1.80,4.80,0.30,0.10,16.00,0.61,4.40,Tr
"Pasty, vegetable, homemade",Recipe from dietary survey records,44.60,0.73,4.20,19.10,30.00,301.00,1259,28.10,,1.80,0.5,,0.3,0.7,0.3,Tr,0.0,2.0,2.8,,7.08,,,,,,,,8.04,,,,2.96,,,,,,0.01,1.20,138.00,169.00,62.00,12.00,47.00,0.80,0.02,0.30,218.00,0.25,2.00,Tr,0.00,720.00,120.00,0.00,2.09,,0.11,0.01,0.70,0.80,1.50,0.06,0.00,13.00,0.36,1.30,5.00
"Pasty, vegetable, wholemeal, homemade",Recipe from dietary survey records,45.60,0.83,4.90,15.20,30.70,272.00,1137,28.80,,1.90,0.3,,0.3,1.0,0.1,0.1,,4.0,N,,9.20,,,,,,,,3.76,,,,0.80,,,,,,0.50,37.10,131.00,240.00,28.00,36.00,119.00,1.07,0.15,0.80,264.00,0.77,2.00,7.00,167.00,826.00,305.00,0.20,0.69,,0.15,0.05,1.90,1.20,3.10,0.16,0.10,14.00,0.40,2.70,5.00
"Pate, liver",20 samples including canned,47.60,2.02,12.60,32.70,1.20,349.00,1443,0.80,,0.40,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Tr,0.6,,9.50,11.15,2.70,1.00,0.24,48.60,11.78,,11.80,12.15,2.94,,3.00,38.65,9.37,0.05,0.01,0.10,0.02,170.00,750.00,150.00,16.00,11.00,450.00,5.90,0.46,2.80,880.00,0.16,N,N,7300.00,130.00,7322.00,1.20,N,0.95,0.10,1.17,1.90,2.80,4.70,0.25,8.00,99.00,2.10,14.00,N
"Pate, meat, reduced fat","11 samples, assorted types; pork meat and liver based. 70-80%  meat",65.00,2.88,18.00,12.00,3.00,191.00,798,1.70,,1.30,1.1,0.0,0.0,0.1,0.0,0.1,0.0,Tr,0.8,,3.50,14.90,1.32,1.20,0.11,43.40,3.86,,3.90,16.10,1.43,,1.50,37.90,3.37,0.30,0.03,0.90,0.08,160.00,710.00,190.00,14.00,14.00,240.00,6.40,0.46,2.70,1180.00,0.16,N,N,5930.00,N,5930.00,N,0.77,,0.46,1.12,7.10,2.20,9.30,0.35,12.00,31.00,2.68,27.00,18.00
"Pate, tuna",Calculated from manufacturers' proportions and label data,53.40,2.59,16.20,26.80,1.50,312.00,1291,1.10,,0.40,0.1,,0.1,0.2,0.0,0.0,0.0,N,0.7,,3.90,,,,,,,,12.10,,,,9.03,,,,,,N,N,390.00,170.00,12.00,21.00,130.00,0.80,0.05,0.50,640.00,Tr,N,17.00,N,N,N,N,N,,0.02,0.09,10.10,3.20,13.30,0.34,3.00,4.00,0.22,1.00,1.00
"Patra leaves, raw",3 samples,84.90,0.63,4.00,1.50,2.60,39.00,165,0.40,,2.20,N,0.0,N,N,0.0,0.0,,N,,,0.30,,,,,,,,0.10,,,,0.70,,,,,,,0.00,1.00,680.00,160.00,39.00,64.00,1.50,0.32,0.90,60.00,1.80,N,N,0.00,6400.00,1065.00,0.00,N,,0.13,0.30,0.60,0.60,1.20,N,0.00,39.00,N,N,140.00
